id;Factor_1;Factor_2;Factor_3;Factor_4;Factor_5;Factor_6;Factor_7;Factor_8;Factor_9;Factor_10;Factor_11;Factor_12
2656;0;0;0,002175;0;97000;0;0;1;1,538462;7;0;0
2657;0;0;0,00001;0;199319;0;0;1;1,428571;6;0;0
2658;1;1;0,028435;0,333333;123086;1;0;1;1;0;0;0
2659;0;0;0;0;14000;0;0;0;0,666667;-3;0;0
2660;0;0;0;-1;730000;0;0;1;1,714286;5;0;0
2661;0;0;0;0,1875;1303800;0;0;1;0,666667;-5;0;0
2662;0;0;0;0;182882;0;0;1;3,333333;14;0;1
2663;0;0;0;0,2;285020;0;0;1;1;0;0;0
2664;1;1;0,052302;0,166667;344000;0;0;0;1;0;0;0
2665;0;0;0;0;108000;0;0;1;1,538462;7;0;0
2666;0;0;0;0,666667;91383;0;0;0;2;10;0;0
2667;0;0;0;0,166667;1204350;0;0;0;0,384615;-8;0;0
2668;1;0;0;0,083333;73000;0;0;1;1,538462;7;0;0
2669;0;0;0;0;758880;0;0;0;2,285714;9;0;0
2670;0;0;0;0,333333;100000;0;0;0;0,714286;-2;0;0
2671;0;0;0;0;91000;0;0;0;1;0;0;0
2672;0;0;0;0,666667;1210892;-1;0;1;1,428571;3;0;0
2673;0;0;0;0,1;108100;0;0;0;0,25;-15;0;0
2674;1;1;0,328717;0,6;53000;1;0;0;0,384615;-8;0;0
2675;1;0;0;0;9000;0;0;1;2,428571;10;0;0
2676;0;0;-1;0;0;0;0;0;0,45;-11;0;0
2677;1;0;0;0,166667;309840;0;0;1;1;0;0;0
2678;0;0;0;0;44030;0;0;1;1;0;0;0
2679;0;0;0;0;19000;0;0;0;1,538462;7;0;0
2680;0;0;0,000289;0,2;918923;0;0;1;1,538462;7;0;0
2681;0;0;0;0,047619;374255;1;0;0;2,5;12;0;0
2682;1;0;0;0;94581;0;0;0;1,428571;6;0;0
2683;0;0;0;3;46500;0;0;1;1;0;0;0
2684;0;0;0;0,039216;413388;0;0;0;1,083333;1;0;0
2685;1;1;0,082031;1,5;128000;0;0;0;2;10;0;0
2686;0;0;0;0;187000;0;0;1;1,666667;8;0;0
2687;0;0;0,028455;0,125;538000;0;0;0;1,4;4;0;0
2688;0;0;0;0;244905;0;0;0;0,7;-6;0;0
2689;0;0;0;0,3125;131000;0;0;1;1;0;0;0
2690;0;0;0;0,083333;105000;0;0;0;1,333333;5;0;0
2691;1;1;0,070027;0,352941;169220;1;0;1;1,461538;6;0;0
2692;0;0;0;0;648501;0;0;0;3;10;0;0
2693;0;0;0;0;88500;0;0;0;1,428571;6;0;0
2694;1;0;0,000001;0,090909;1740211;1;0;0;1,9;9;0;0
2695;0;0;0;0;719428;0;0;1;1;0;0;0
2696;0;2;0,141123;0,416667;145327;1;0;1;1,538462;7;0;0
2697;0;0;0;0;59000;0;0;1;1;0;0;0
2698;0;0;0,000098;0,071429;92096;1;0;1;1,25;4;0;0
2699;1;3;0;0,111111;210000;0;0;1;1,176471;3;0;0
2700;1;1;0,033631;0,153846;820560;1;0;1;1;0;0;0
2701;1;0;0,008984;0,136364;556325;0;0;1;1;0;0;1
2702;0;0;0,002205;0,058824;644055;0;0;1;1;0;0;0
2703;0;0;0,08;0;100000;0;0;1;1;0;0;0
2704;0;0;-1;0;0;0;0;1;1,2;1;0;1
2705;0;0;0;0;257562;0;0;0;2,142857;16;0;0
2706;1;0;0,000546;0,023256;922960;1;0;1;0,785714;-3;0;0
2707;1;2;0,06384;1,166667;94000;1;0;0;1;0;0;0
2708;1;0;0,006783;0,25;1048692;0;0;1;1,428571;6;0;0
2709;0;0;0;0;68990;0;0;1;2;10;0;1
2710;0;0;0;0;33000;0;0;0;1;0;0;1
2711;0;0;0;0,090909;68141;0;0;0;0,833333;-1;0;0
2712;0;0;0;0,15;366302;0;0;0;0,25;-15;0;0
2713;0;0;0;0,214286;295903;-1;0;1;1,7;7;0;0
2714;1;3;0,000527;0,583333;379820;0;0;0;0,8;-2;0;0
2715;1;2;0,03624;0,214286;796960;1;0;1;1,266667;4;0;0
2716;0;0;0;0;64000;0;0;1;1,333333;5;0;0
2717;0;0;0;0;78950;0;0;0;2,222222;11;0;0
2718;0;0;0;0;865360;0;0;1;1;0;0;0
2719;0;3;0,122825;0,176471;698994;0;0;1;2,4;7;0;0
2720;1;1;-1;1;0;0;0;0;1,428571;6;0;0
2721;1;2;-1;2;0;0;3;0;1;0;0;0
2722;0;0;0;0;294600;0;0;1;1,25;4;0;0
2723;0;0;0;0,15;106068;0;0;1;1;0;0;0
2724;1;0;0;0;57500;0;0;1;1,125;1;0;0
2725;1;0;0,000039;0,2;622190;-1;0;1;3,4;12;0;0
2726;0;0;0;-1;60000;0;0;0;2,5;12;0;0
2727;1;1;-1;0,166667;0;0;1;0;0,384615;-8;0;0
2728;0;0;0;0;52691;0;0;1;0,75;-2;0;0
2729;0;0;0;0;155000;0;0;1;3;12;0;0
2730;1;2;0;1;5000;0;2;0;1,5;6;0;0
2731;0;0;0;0,333333;481157;-1;0;1;1,538462;7;0;0
2732;0;0;0;0;70000;0;0;0;1;0;0;0
2733;1;2;0;0,285714;9000;0;0;1;1,333333;5;0;0
2734;0;0;0;0;1976000;0;0;0;1;0;0;0
2735;1;0;0;0,25;4000;0;0;1;0,5;-9;0;0
2736;0;0;0;-1;140000;0;0;0;1,538462;7;0;0
2737;1;0;0,017817;0,176471;369866;1;0;1;1,444444;4;0;0
2738;0;0;0;0;662000;0;0;1;0,5;-5;0;0
2739;0;0;0;0;47000;0;0;0;1,266667;4;0;0
2740;0;0;0;0;100000;0;0;1;1,285714;2;0;0
2741;0;0;0;0,125;54190;0;0;0;1;0;0;0
2742;1;1;0,128356;0,75;68910;0;0;1;1,625;5;0;0
2743;0;0;0;0;86394;0;0;1;1;0;0;0
2744;0;0;-1;0;0;0;0;1;1,6;3;0;0
2745;0;0;0;0;3028638;0;0;1;2,8;9;0;0
2746;1;0;0;0;414304;0;1;0;1,307692;4;0;0
2747;0;0;-1;0;0;0;0;1;3,333333;14;0;0
2748;0;0;0;0,666667;786000;0;0;0;0,7;-3;0;0
2749;1;2;-1;0,666667;0;0;2;0;1,384615;5;0;0
2750;0;0;0;-1;78947;0;0;0;3;10;0;0
2751;0;0;0;0;1298152;0;0;0;1;0;0;0
2752;1;1;0;0,25;50000;0;0;0;1,1875;3;0;0
2753;0;0;0,024919;0;358558;0;0;1;1;0;0;0
2754;0;0;0;0;441100;0;0;0;1;0;0;0
2755;0;0;0;0;225058;0;0;1;3,4;12;0;0
2756;0;0;0;0;114100;0;0;0;1,666667;8;0;0
2757;0;0;0;0,25;492000;0;0;1;1,6;3;0;0
2758;0;0;0;0;116000;0;0;0;1,307692;4;0;0
2759;0;0;0;0;60141;0;0;0;0,894737;-2;0;0
2760;0;0;0;0,058824;2028950;0;0;1;1,666667;8;0;0
2761;0;0;0;0;166000;0;0;1;3,2;11;0;0
2762;0;0;0;0;900321;0;0;0;1,666667;8;0;0
2763;0;0;0;0;258357;0;0;1;2;10;0;0
2764;0;0;0;0;10000;0;0;0;0,769231;-3;0;0
2765;1;3;0,357438;0,375;80000;1;0;0;1;0;0;0
2766;1;1;0,067236;0,8;288998;0;0;1;1,538462;7;0;0
2767;0;0;0,019261;1;431500;0;0;0;4;15;0;0
2768;0;0;0;0,235294;1029168;0;0;1;1;0;0;0
2769;0;0;0;0,5;666000;0;0;0;1,428571;3;0;0
2770;1;0;0,008374;0,058824;1026081;0;0;0;1,333333;5;0;0
2771;0;0;0;0;804936;0;0;1;3,2;11;0;0
2772;0;0;0,125025;2;118000;0;0;1;2,142857;8;0;0
2773;0;0;0;0,071429;2176247;0;0;1;2,428571;10;0;0
2774;0;0;0;0;684220;0;0;1;1,538462;7;0;0
2775;0;0;0;0,1;4199951;-1;0;1;4;15;0;0
2776;0;0;0,174052;0;35409;0;0;0;1,538462;7;0;0
2777;1;2;0;0,615385;110884;0;0;0;1;0;0;0
2778;1;2;0;0,263158;175000;0;0;1;1,230769;3;0;0
2779;0;0;0;0,12;1667959;0;0;0;1,142857;2;0;0
2780;0;0;0,004912;0;3958110;0;0;1;0,833333;-1;0;0
2781;1;0;1,596333;0;3000;0;0;0;1,1;1;0;0
2782;1;0;0;0;6000;0;0;1;1;0;0;0
2783;1;0;0;0,333333;245000;-1;0;0;1,777778;7;0;0
2784;0;0;0;0;190000;0;0;0;0,625;-3;0;0
2785;0;0;0;0;40000;0;0;0;1,333333;5;0;0
2786;0;0;0;0;277058;0;0;0;2;10;0;0
2787;0;0;0;0;70000;0;0;1;1,076923;1;0;0
2788;1;0;-1;0;0;0;0;0;0,578947;-8;0;0
2789;0;0;0;0;1248000;0;0;1;1,428571;6;0;0
2790;0;0;0,002772;0,290323;494273;0;0;1;2;6;0;0
2791;1;1;0,033474;0,071429;307100;1;0;1;1,071429;1;0;0
2792;0;0;0;0;691786;0;0;1;1,333333;5;0;0
2793;0;0;0,009524;0,2;210000;0;0;0;1;0;1;0
2794;1;0;0;0;15000;0;0;1;2;5;0;0
2795;1;1;0;0,076923;473985;0;0;1;1;0;0;0
2796;1;1;0;0,5;600275;0;2;0;1,25;4;0;0
2797;0;0;0;0;776205;0;0;1;1;0;0;1
2798;1;1;1,055556;0,25;9000;0;0;0;1,2;3;0;0
2799;0;0;0;0;167786;0;0;0;1,538462;7;0;0
2800;0;0;0;0;99580;0;0;0;1;0;0;0
2801;0;0;-1;0;0;0;0;0;2,8;9;0;0
2802;1;0;0;0;15000;0;1;0;1,9;9;0;0
2803;0;0;0;1;76600;-1;0;0;0,916667;-1;0;0
2804;1;3;-1;3;0;0;4;0;0,555556;-4;0;0
2805;0;0;0;0,142857;509536;-1;0;0;1;0;0;0
2806;0;1;0;0,076923;828313;-1;0;1;0,35;-13;0;0
2807;0;0;0;0;508400;-1;0;0;1;0;0;0
2808;0;0;0;0;13000;0;0;0;0,384615;-8;0;0
2809;1;1;-1;0,333333;0;1;0;1;3;10;0;0
2810;0;0;0;0;932335;0;0;1;1;0;0;0
2811;0;0;0;0,071429;1122009;-1;0;1;0,65;-7;0;0
2812;0;2;0,128701;0,411765;258763;0;0;0;1;0;0;0
2813;1;2;0,565083;2;12000;1;1;1;1;0;0;0
2814;0;0;0;0;173649;0;0;0;1,727273;8;0;0
2815;0;0;0;0;541879;0;0;1;2;10;0;0
2816;0;0;0;0,5;200600;0;0;1;1,538462;7;0;0
2817;0;0;0;-1;10000;0;0;0;1;0;0;0
2818;1;0;0;0,4;240000;0;0;0;1;0;0;0
2819;0;0;0;0;4000;0;0;0;4;15;0;0
2820;0;0;0;-1;100000;0;0;0;4;15;0;0
2821;0;0;0;0;143000;0;0;0;1,111111;2;0;0
2822;1;3;0,172481;0,625;231000;0;0;1;2;5;0;0
2823;0;0;0;0,25;44000;0;0;1;1,4;2;0;0
2824;0;0;0,001102;0;370273;1;0;1;1,076923;1;0;0
2825;1;0;0;0,222222;118000;0;0;1;2,571429;11;0;0
2826;0;0;-1;0;0;0;1;0;0,769231;-3;0;0
2827;0;0;0,035712;0,142857;138300;0;0;1;1,666667;6;0;0
2828;0;0;0;0;904060;0;0;1;4;15;0;0
2829;0;0;0,003988;0;631200;0;0;1;2,4;7;0;0
2830;0;1;0,062297;0,222222;145000;0;0;1;0,769231;-3;0;0
2831;0;1;0,054296;0,375;332858;0;0;1;0,384615;-8;0;0
2832;0;0;0;0;225000;0;0;0;1;0;0;0
2833;0;0;0;-1;9000;0;0;0;1,538462;7;0;0
2834;0;0;0,015401;0,3;701828;0;0;0;1;0;0;0
2835;0;0;0,073369;1,125;731682;0;0;0;2,25;10;0;0
2836;0;0;0,000638;0,05;611454;1;0;0;1;0;0;0
2837;0;0;0;0;4000;0;0;0;2,5;12;0;0
2838;0;0;0;0;9000;0;0;0;2,8;9;0;1
2839;0;0;0;0,086957;1600456;0;0;1;1,75;6;0;0
2840;0;0;0;0;332000;0;0;1;0,866667;-2;0;0
2841;1;0;0;0;35000;0;1;0;1,857143;6;0;0
2842;0;0;0,033588;0,333333;225500;0;0;1;0,615385;-5;0;0
2843;0;0;0;0;1457000;0;0;0;1,714286;5;0;0
2844;1;4;-1;3;0;0;0;1;1;0;0;0
2845;0;0;0;0;29000;0;0;1;1,428571;6;0;0
2846;0;0;0,108365;0,2;145702;0;0;1;0,75;-5;0;0
2847;0;0;0;0;155000;-1;0;1;1;0;0;0
2848;0;0;0;0,066667;513777;0;0;1;1,384615;5;0;0
2849;0;0;0;0;673400;0;0;0;1,4;4;0;0
2850;0;1;-1;0,333333;0;0;0;1;1,666667;8;0;0
2851;0;0;0,054163;0,066667;830820;0;0;1;1,071429;1;0;0
2852;0;1;0,02706;0,157895;953994;0;0;1;1,176471;3;0;0
2853;0;0;0;0;179047;0;0;1;1;0;0;0
2854;0;0;0;0;1047880;0;0;1;1,5;3;0;0
2855;0;0;0;0,05;838443;0;0;1;1,416667;5;0;0
2856;0;0;0;0,090909;1238708;1;0;1;1;0;0;0
2857;0;0;0,071;4;10000;0;0;0;0,923077;-1;0;0
2858;1;2;0,003999;0,25;393088;0;0;0;2;10;0;0
2859;0;0;0;0,333333;135467;0;0;0;1,538462;7;0;0
2860;0;0;0,079803;1;152501;0;0;0;1,818182;9;0;0
2861;0;0;0,074476;1,5;82000;0;0;0;2,285714;9;0;0
2862;0;0;-1;0;0;0;0;0;1;0;0;0
2863;0;0;0;0;92800;0;0;1;1;0;0;0
2864;0;1;0,052253;1,666667;367960;0;0;0;1,076923;1;0;0
2865;0;0;0;0;149000;0;0;1;1,166667;2;0;0
2866;0;0;0;0;730651;0;0;1;1;0;0;0
2867;0;0;-1;0;0;0;0;0;0,666667;-4;0;0
2868;0;0;0;0,181818;209500;0;0;0;1,538462;7;0;0
2869;1;1;-1;1;0;0;3;0;0,25;-15;0;0
2870;0;0;0;0,047619;968660;-1;0;1;1,052632;1;0;0
2871;0;0;0;0;280960;0;0;0;1,133333;2;0;0
2872;0;0;0;0;6000;0;0;0;1,571429;4;0;0
2873;0;0;0;0;144000;0;0;0;2,6;8;0;0
2874;0;0;0;0;46500;0;0;0;1,083333;1;0;0
2875;1;1;0;0,285714;85677;1;0;0;2;10;0;0
2876;0;0;0,021926;0,142857;620278;0;0;1;1,3;3;0;0
2877;1;3;0,050114;0,5;480901;1;0;1;1,3;3;0;0
2878;0;2;0,151298;0,222222;243361;0;0;0;0,6;-8;0;0
2879;0;0;0;0;62000;0;0;1;1;0;0;0
2880;0;0;0;0;5000;0;0;1;3,333333;14;0;0
2881;1;2;0;0,142857;695217;0;0;1;1,538462;7;0;0
2882;1;3;0,036701;0,3125;956307;0;0;1;0,769231;-3;0;0
2883;0;0;0;0;95000;0;0;1;1,625;5;0;0
2884;0;0;0,1046;1;5000;0;0;1;1,5;4;0;0
2885;1;0;0;0,5;183000;0;0;1;1,1;1;0;0
2886;0;0;0;0;559367;0;0;1;1,066667;1;0;0
2887;0;0;0;0;21000;0;0;1;1,538462;7;0;0
2888;0;0;0;0;558000;-1;0;0;0,846154;-2;0;0
2889;0;0;-1;0;0;0;0;0;1,1;1;0;0
2890;0;0;0,156019;0,4;42200;0;0;0;1,071429;1;0;0
2891;0;0;0;0;51764;0;0;1;2,857143;13;0;0
2892;0;0;0;-1;1276400;0;0;1;3,2;11;0;0
2893;1;4;0,013467;1,5;15000;1;5;1;2,857143;13;0;0
2894;1;4;0,357632;0,8;68892;1;0;0;1;0;0;0
2895;0;0;0;0;95680;0;0;0;3,4;12;0;0
2896;1;2;0,016989;1;454400;1;-1;0;1;0;0;0
2897;0;0;0;0,214286;661529;0;0;1;0,5;-5;0;0
2898;0;0;0;0,111111;184000;0;0;0;2,666667;10;0;0
2899;1;0;0;0;2126597;-1;0;1;1;0;0;0
2900;0;0;0,072479;0,066667;71000;0;0;0;1;0;0;0
2901;0;0;0;0;102230;0;0;0;1,2;1;0;0
2902;1;1;0;0,25;101000;0;0;0;1,571429;4;0;0
2903;1;6;0;0,333333;6000;0;0;1;1;0;0;0
2904;1;0;0;0;223822;0;0;0;1;0;0;0
2905;1;0;0;0;128000;0;0;0;0,846154;-2;0;0
2906;0;1;0;0,058824;568000;0;0;1;1,428571;6;0;0
2907;0;0;0;0,2;178824;0;0;0;1,2;3;0;0
2908;0;3;0;0,157895;259000;0;-9;0;1;0;0;0
2909;0;0;0;2;5000;0;0;0;1;0;0;0
2910;0;0;0,038427;0;871000;0;-6;0;1,538462;7;0;0
2911;0;0;0,050425;0,428571;421000;0;0;1;0,727273;-3;0;0
2912;0;0;0;0;162530;0;0;0;1;0;0;0
2913;1;2;1,283111;0,25;9000;1;0;0;0,846154;-2;0;0
2914;0;0;17,857833;0;6000;0;0;0;0,642857;-5;0;0
2915;0;3;-1;3;0;0;5;0;0,571429;-6;0;0
2916;1;1;0,00005;0,125;99335;0;0;1;1,538462;7;0;0
2917;0;0;-1;0;0;0;0;0;1,428571;3;0;0
2918;0;0;0;0,4;932318;0;0;0;2;10;0;0
2919;0;0;0;-1;2000;0;0;0;1,5;3;0;0
2920;0;0;0;0;33030;0;0;0;1,055556;1;0;0
2921;0;0;0;0,444444;158343;-1;0;1;0,714286;-4;0;0
2922;0;0;0;0;8001000;0;0;0;0,555556;-8;0;0
2923;0;0;0;0;23000;0;0;1;3,333333;14;0;0
2924;0;0;0;0;10000;0;0;0;0,666667;-5;0;0
2925;1;0;0;0;3000;0;2;0;1,071429;1;2;0
2926;0;0;-1;0;0;0;0;0;3,4;12;0;0
2927;0;1;0,045634;0,1;318380;0;1;0;1,538462;7;0;0
2928;0;0;0;0;75634;0;0;0;1,428571;6;0;0
2929;0;0;2,024467;1,25;15000;0;0;0;1,2;2;0;0
2930;1;0;0;0;26000;0;0;0;1,666667;8;0;0
2931;1;4;-1;1,333333;0;0;1;0;1,666667;8;0;0
2932;0;0;-1;-1;0;0;0;0;3,6;13;0;0
2933;0;0;0,011554;0,833333;527866;0;0;1;4;15;0;0
2934;0;0;0,000075;0;107290;0;0;1;1,25;2;0;0
2935;1;0;0;0;629044;0;0;1;0,8;-3;0;0
2936;1;3;0,063371;0,727273;310000;0;0;0;1,538462;7;0;0
2937;1;0;0;0;70000;0;0;0;1,428571;6;0;0
2938;0;4;0,001762;0,6;318900;1;0;0;1,538462;7;0;0
2939;1;6;0;0,5;14000;-1;0;1;1;0;0;0
2940;0;0;0;0;124000;0;0;1;1;0;0;0
2941;0;0;0;0;541000;0;0;0;1;0;0;0
2942;0;0;0;0;246490;0;0;0;2;7;0;0
2943;0;0;0;0,5;262864;0;0;1;1,538462;7;0;0
2944;0;0;0;0;294361;0;0;1;1;0;0;0
2945;0;0;0,013308;0;450870;0;0;1;1;0;0;0
2946;0;0;0;0;881560;0;0;0;1,666667;8;0;0
2947;0;0;0;0,055556;1050000;0;0;0;1;0;0;0
2948;0;0;0;0;1424924;0;0;1;0,9;-2;0;0
2949;1;1;0;0,666667;513000;0;2;0;1;0;0;0
2950;0;0;0;0;58000;0;0;0;0,65;-7;0;0
2951;0;0;0;0;2081300;0;0;0;1;0;0;0
2952;1;2;0,241664;0,103448;127665;0;0;1;3,6;13;0;0
2953;0;0;0,000324;0,285714;694342;0;0;1;1,8;4;0;0
2954;1;1;0,6842;0,230769;10000;0;0;0;1,6;3;0;0
2955;1;0;0;0;74703;0;0;0;0,45;-11;0;0
2956;0;0;0;0;24000;0;0;1;0,714286;-2;0;0
2957;0;0;0,043651;0,263158;501936;0;0;0;1,571429;4;0;0
2958;0;0;0;0,142857;86459;0;0;1;1,428571;6;0;0
2959;0;0;0;0;17000;0;0;1;1;0;0;0
2960;0;0;0,023656;0,375;327700;0;0;1;4;15;0;0
2961;0;1;0;0,057143;735591;-1;0;1;0,95;-1;0;0
2962;1;1;0;0,052632;621000;0;0;0;0,45;-11;0;0
2963;0;1;0;0,083333;182000;0;0;1;1;0;0;0
2964;0;0;0,025526;0;313400;0;0;0;1;0;0;0
2965;1;0;0;0;3000;0;0;0;1,2;1;0;0
2966;0;2;0;0,666667;5000;0;3;0;0,7;-6;0;0
2967;0;0;0;0,875;313750;0;0;1;1;0;0;0
2968;1;1;0;0,25;12000;0;0;1;4;15;0;0
2969;0;0;0;0;18000;0;0;0;1,076923;1;0;0
2970;0;0;0;0;1004300;0;0;1;1;0;0;0
2971;0;0;0;0;50000;0;0;1;1,666667;8;0;0
2972;0;0;0;0,25;219000;0;0;0;1,25;4;0;0
2973;1;0;0;0,307692;1912857;1;0;1;1,714286;5;0;0
2974;0;0;0;0;716077;0;0;0;0,35;-13;0;0
2975;0;0;0;0,230769;1501415;0;0;1;2;10;0;0
2976;0;0;0;0;4000;0;0;0;1,285714;2;0;0
2977;0;0;0,005549;0;641723;0;0;0;0,875;-1;0;0
2978;0;0;0;0;1058000;0;0;0;1,166667;2;0;0
2979;0;0;0;0,384615;143826;0;0;1;1;0;0;0
2980;0;0;0;0;180000;0;0;0;1,4;4;0;0
2981;0;0;0;0;807946;0;0;1;1,333333;5;0;0
2982;0;0;0;0;122250;0;0;1;0,416667;-7;0;1
2983;0;0;0;0;746123;0;0;1;2,222222;11;0;0
2984;0;0;0;0;1247710;0;0;1;1,4;2;0;0
2985;1;0;0;0;141966;-1;0;1;1,5;3;0;0
2986;0;0;0;0;2000;0;2;0;2;10;0;0
2987;0;0;0;1;160912;0;0;0;1,875;7;0;0
2988;0;0;0;0;293610;0;0;1;1,538462;7;0;1
2989;0;0;0;0,117647;760000;0;0;1;2,222222;11;0;0
2990;0;0;0;0;35000;0;0;0;1,538462;7;0;0
2991;1;1;3,655;0,285714;4000;0;0;0;0,384615;-8;0;0
2992;0;0;0,007734;0;1111000;0;0;1;1;0;0;0
2993;0;0;0;0,045455;788000;0;0;0;1;0;0;0
2994;1;5;0;1,285714;382910;-1;0;0;1,428571;6;0;0
2995;0;0;0;0;41193;0;0;1;1,2;1;0;0
2996;1;1;2,904;0,25;5000;0;0;0;1,538462;7;0;0
2997;0;0;0;0;927712;0;0;0;1;0;0;0
2998;0;0;0;0;56825;-1;0;1;2,333333;8;0;0
2999;0;0;0,000316;0;452032;0;0;0;0,833333;-1;1;0
3000;0;0;-1;0;0;0;0;0;0,866667;-2;0;0
3001;0;0;0;0;32000;0;0;1;2,2;6;0;0
3002;0;0;0;0,142857;950000;0;0;0;0,785714;-3;0;0
3003;1;4;0,144656;0,363636;194157;0;0;0;1;0;0;0
3004;0;0;0;0,25;117644;0;0;0;1,428571;6;0;0
3005;0;0;0,018089;0,166667;185250;0;0;1;1,230769;3;0;0
3006;1;0;0,02301;0;560440;0;0;0;1;0;0;0
3007;0;0;0;0;88918;0;0;0;1;0;0;0
3008;0;0;0,011333;1;797035;0;0;0;3;10;0;0
3009;1;0;0;0;48000;0;0;0;0,75;-5;0;0
3010;0;0;0;0;514100;0;0;0;2,142857;16;0;2
3011;0;0;0;0;170100;0;0;1;0,433333;-17;0;0
3012;0;0;0;0;3710070;0;0;1;1,071429;1;0;0
3013;0;0;0;0;77000;0;0;1;4;15;0;0
3014;0;0;0;0;1350718;0;0;0;1;0;0;0
3015;0;0;0;0,444444;455000;0;0;1;2,6;8;0;0
3016;0;2;0;0,5;158000;0;0;1;0,833333;-2;0;0
3017;0;1;0,010042;0,083333;938234;0;0;1;1,538462;7;0;0
3018;0;0;0;0;73500;0;0;1;1;0;0;0
3019;1;0;0;0;44100;0;0;0;0,384615;-8;0;0
3020;0;0;0,57;0,333333;26000;0;0;1;1;0;0;0
3021;0;0;0;0;86644;0;0;0;1,428571;6;0;0
3022;1;1;0,050113;0,25;239000;0;0;1;0,928571;-1;1;0
3023;0;0;0,272727;0;33000;0;0;0;1,8;4;0;0
3024;0;0;0;0;2281838;0;0;1;2,142857;16;0;0
3025;0;0;-1;-1;0;0;0;0;2,8;9;0;0
3026;0;0;0;0;1362749;0;0;1;1;0;0;1
3027;0;0;0;0;235606;0;0;1;1;0;0;0
3028;0;0;0;0;630525;0;0;0;0,933333;-1;0;0
3029;1;0;0;0;2500;0;2;0;1;0;0;0
3030;1;1;0,272;0,333333;10000;1;0;0;1,333333;2;0;0
3031;0;0;0;0;372510;0;0;0;2,6;8;0;0
3032;0;0;0,089425;0;244731;0;0;1;1,7;7;0;0
3033;0;0;0;0;62697;0;0;1;1,6;3;0;0
3034;0;0;-1;0;0;0;0;0;2;10;0;0
3035;0;0;0;0;587000;0;0;0;2;10;0;0
3036;0;1;0,975571;0,142857;14000;0;-1;1;0,95;-1;0;0
3037;0;0;0,006262;0;2644489;0;0;0;1,333333;5;0;0
3038;1;2;0;0,4;453885;-1;0;0;0,666667;-5;0;0
3039;0;0;0;0;34000;-1;0;1;1,052632;1;0;0
3040;0;0;-1;-1;0;0;0;0;2;6;0;0
3041;0;0;0,014331;0;270949;0;0;1;1,166667;1;0;0
3042;0;0;0;0;5899792;0;0;0;1,714286;5;0;0
3043;0;0;0;0;350400;0;0;1;1;0;0;1
3044;1;2;-1;2;0;0;3;0;0,357143;-9;0;0
3045;0;0;0;0,027778;260700;0;0;1;1;0;0;0
3046;0;0;0,011585;0,4;589467;0;0;1;1,6;6;0;0
3047;0;0;0;0;10000;0;0;0;2;10;0;0
3048;0;0;0;0;325600;0;0;1;1,052632;1;0;0
3049;0;0;0;0;39000;0;0;1;1,166667;1;0;0
3050;0;0;0;0;175000;0;0;0;1,176471;3;0;0
3051;1;0;0;0,666667;9000;0;0;0;1;0;0;0
3052;0;0;0;0,142857;211366;0;0;1;2,857143;13;0;0
3053;0;0;0;0,2;16000;0;0;0;1,333333;5;0;0
3054;0;0;0,294158;0;273000;0;0;0;1,111111;2;0;0
3055;0;0;0;0;291532;0;0;1;1,538462;7;0;0
3056;1;7;0,038114;0,875;280032;1;0;1;0,95;-1;0;0
3057;1;3;-1;0,5;0;0;0;0;1,3;3;0;0
3058;1;1;0,5411;1,5;10000;1;0;1;0,6;-8;0;0
3059;0;0;0,040054;0,25;343636;0;0;1;1,076923;1;0;0
3060;0;0;0;0;177640;0;0;1;0,769231;-3;0;0
3061;0;0;0;0;4000;0;0;1;1,285714;2;0;0
3062;0;2;-1;2;0;0;3;0;1,333333;5;0;0
3063;0;0;0,046145;1,333333;358020;0;0;0;2;10;0;0
3064;0;0;0;0;5000;0;2;0;0,933333;-1;0;0
3065;0;0;0,001071;0,5;1868000;-1;0;0;0,846154;-2;0;0
3066;0;0;0;0;699000;0;0;0;0,625;-3;0;0
3067;0;0;0;0;307200;0;0;0;1,461538;6;0;0
3068;0;0;0;0;5000;0;0;0;2;10;0;0
3069;0;0;0;0;59000;0;0;0;1,428571;6;0;0
3070;0;0;0;0;74780;0;0;0;1,181818;2;0;0
3071;0;0;0,002745;0,090909;728708;0;0;1;2,222222;11;0;0
3072;1;0;0;0,666667;278000;0;0;0;0,625;-3;0;0
3073;0;0;0,026189;0;280000;0;0;1;1,538462;7;0;1
3074;1;0;0,097063;0,6;66400;0;0;0;0,857143;-1;0;0
3075;1;0;0;0,333333;164000;0;0;1;1;0;0;0
3076;0;0;0;0;655258;0;0;1;0,8;-4;0;0
3077;0;0;0;0;210000;0;0;1;1;0;0;0
3078;0;0;-1;0;0;0;0;0;2,5;12;0;0
3079;0;0;0;3;128214;0;0;0;1,3;3;0;0
3080;0;0;0;0,176471;100267;-1;0;1;0,923077;-1;0;0
3081;1;3;0,078849;0,4;71770;0;0;1;2,222222;11;0;0
3082;1;0;-1;0;0;0;2;0;1;0;0;0
3083;1;2;-1;2;0;1;3;0;1,071429;1;0;0
3084;1;0;-1;0;0;0;0;1;0,875;-1;0;0
3085;0;0;0;0;85000;0;0;0;1,428571;6;0;0
3086;0;4;0,023156;0,363636;710000;1;0;1;1;0;0;0
3087;1;2;0;0,666667;7520;0;0;1;2;5;0;0
3088;1;2;0,5168;0,4;40000;0;0;1;2,142857;8;0;0
