id;Factor_1;Factor_2;Factor_3;Factor_4;Factor_5;Factor_6;Factor_7;Factor_8;Factor_9;Factor_10;Factor_11;Factor_12
4521;0;0;0;0;94929;0;0;1;1,428571;6;0;0
4522;0;0;0;0;86114;0;0;1;1,428571;6;0;0
4523;0;1;0,020531;0,027778;389647;1;0;1;1;0;0;0
4524;0;0;0,020651;1;304877;0;0;0;1;0;0;0
4525;1;8;0;4;189826;-1;0;1;0,333333;-10;1;0
4526;1;1;0;1;482832;0;0;0;1,111111;2;0;0
4527;1;0;0,064418;0;79000;0;-11;0;0,357143;-9;0;0
4528;1;6;0;2;25000;0;0;0;0,4;-12;0;0
4529;0;0;-1;-1;0;0;0;1;1,166667;1;0;0
4530;0;0;-1;0;0;0;0;0;4;15;0;0
4531;0;0;0;0;349000;0;0;1;0,777778;-2;0;0
4532;0;0;0;0;21500;0;0;0;2,5;9;0;0
4533;0;0;0,000072;0,090909;1118364;0;0;1;0,294118;-12;0;0
4534;0;0;0;0;91408;0;0;0;0,55;-9;0;0
4535;0;0;0;0,083333;308500;0;0;1;3,166667;13;0;0
4536;0;3;0,09131;0,466667;150280;0;0;1;1;0;0;0
4537;0;0;14,155;0;10000;0;0;0;0,941176;-1;0;0
4538;1;1;0,049766;0,08;132842;0;0;1;0,357143;-9;0;0
4539;0;0;0,001064;0;862989;0;0;1;1,176471;3;0;0
4540;0;1;-1;1;0;1;2;0;1,071429;1;0;0
4541;0;0;0;-1;39820;0;0;1;2,857143;13;0;0
4542;1;3;0,596104;0,454545;81100;1;0;1;1,333333;5;0;0
4543;1;1;0,136497;0,045455;183000;1;0;1;1,714286;5;0;0
4544;1;0;0;0;65000;0;0;1;1;0;0;0
4545;0;2;0,129829;0,133333;181000;1;0;0;1,818182;9;0;0
4546;0;0;0;0;7500;0;1;0;1,066667;1;0;0
4547;1;2;0,000056;0,666667;106600;1;0;0;1;0;0;0
4548;0;0;0;0;25000;0;0;0;1;0;0;0
4549;0;0;0;0;149000;0;0;1;1;0;0;0
4550;0;1;0,034926;0,166667;888400;0;0;1;0,75;-3;0;0
4551;0;0;0;0;6000;0;1;0;1,083333;1;0;0
4552;0;0;0;0,25;32000;0;0;1;1,176471;3;0;0
4553;0;0;0;0;179281;0;0;0;1;0;0;0
4554;0;0;0;0,1;682833;0;0;1;2,8;9;0;0
4555;0;0;0;0;224000;0;0;1;1;0;0;0
4556;0;0;0;0;1179800;0;0;0;1;0;0;0
4557;0;1;0,046801;0,027778;297000;1;0;1;1,333333;5;0;0
4558;0;0;0,116536;0,8;86900;0;0;1;2;10;0;0
4559;0;0;0;0,333333;83000;0;0;1;0,555556;-4;0;0
4560;0;0;0;0;200000;0;0;1;1,166667;1;0;0
4561;0;0;0,083974;1,8;856000;0;0;0;0,1;-126;0;0
4562;0;0;0;0;4000;0;0;1;1,818182;9;0;0
4563;0;1;0;0,4375;1577526;1;0;1;1;0;2;0
4564;0;0;0,001191;0,028571;333341;0;0;1;0,727273;-3;0;0
4565;0;0;0,020514;0;269528;0;0;1;4;15;0;0
4566;0;0;0;0;32000;0;0;0;1,428571;3;0;0
4567;0;0;0;0,2;143399;0;0;0;1,333333;2;0;0
4568;0;0;0;0,142857;286189;0;0;1;1;0;0;0
4569;0;0;0;0,185185;661210;0;0;1;2;10;0;0
4570;1;3;-1;3;0;0;4;0;2,571429;11;0;0
4571;0;0;0;0,073171;41390;0;0;1;2,25;10;0;0
4572;0;0;0;0;791871;0;0;1;2,111111;10;0;0
4573;0;0;0;0;221000;-1;0;0;1,2;1;1;0
4574;0;0;0;0;64370;0;0;0;1;0;0;0
4575;1;0;0;0;46000;0;0;1;0,65;-7;0;0
4576;0;0;-1;0,2;0;0;0;0;0,9;-1;0;0
4577;1;0;0;0;10000;0;0;1;2;5;0;0
4578;0;0;0;0;191100;0;0;1;1,818182;9;0;0
4579;0;0;0;0,625;74000;0;0;1;1,818182;9;0;0
4580;0;0;0;0;142000;0;0;1;3,6;13;0;0
4581;0;0;0;0;140000;0;0;0;1,176471;3;0;0
4582;0;0;0;5;146000;0;0;1;1,8;4;0;0
4583;1;1;0;0,222222;248000;0;0;1;1,666667;8;0;0
4584;1;1;0,033186;0,875;179865;0;0;0;0,294118;-12;0;0
4585;0;0;0;0,5;350000;0;0;1;2;5;0;0
4586;1;0;0,032188;0,4;126972;1;0;1;1;0;0;0
4587;0;0;0;0;266000;0;0;0;0,5;-5;0;2
4588;0;0;0;0;10000;0;0;0;1;0;0;0
4589;1;0;0;0;22000;0;0;1;2,222222;11;0;0
4590;2;0;0;0;434394;0;0;1;1;0;0;0
4591;0;0;0;0;132141;0;0;1;4;15;0;0
4592;0;0;0;1;372480;0;0;1;0,75;-3;0;0
4593;1;2;0,06934;0,153846;307252;0;0;1;1,153846;2;0;0
4594;1;0;0;0,470588;809500;0;0;1;1,666667;6;0;0
4595;0;0;0;1;10362;0;0;0;1,6;3;0;0
4596;0;18;0,066315;0,757576;420988;3;0;1;0,933333;-1;0;0
4597;0;0;0;0;299460;0;0;0;1,666667;8;0;0
4598;1;0;0;0;632000;0;0;1;1,538462;7;0;0
4599;1;1;0,004247;2;1272428;1;0;0;1;0;0;0
4600;1;1;-1;1;0;0;3;0;1,285714;4;0;0
4601;0;0;0;-1;8000;0;0;0;1,4;4;0;0
4602;0;0;0;0;64680;0;0;1;0,333333;-10;0;0
4603;0;0;0;0;350000;0;0;1;1,5;5;0;0
4604;1;0;0;0;75100;0;0;1;1,176471;3;0;0
4605;0;0;0;0;115634;0;0;1;0,833333;-1;0;0
4606;0;0;0;0,185185;321282;0;0;1;0,823529;-3;0;0
4607;0;0;0,011624;0,047619;134460;1;0;1;1,176471;3;0;0
4608;0;0;0;0;133000;0;0;1;0,75;-5;0;0
4609;0;0;0;0;290000;0;0;0;1,636364;7;0;0
4610;0;0;0;0;10000;0;0;1;2;10;0;0
4611;0;0;0;0;3000;0;2;0;1;0;0;0
4612;0;0;0;0,111111;304990;0;0;1;0,769231;-3;0;0
4613;0;1;0;0,333333;195500;0;0;0;1,076923;1;0;0
4614;0;0;0;0;2000;0;0;1;0,75;-2;0;1
4615;0;0;0;0;204100;0;0;1;4;15;0;0
4616;0;0;0;0;8000;0;0;0;3;10;0;0
4617;0;5;0,018479;0,391304;819922;0;-1;0;1;0;0;0
4618;0;0;0;0;187330;0;0;0;1,888889;8;0;0
4619;0;0;0;0;91730;0;0;0;0,882353;-2;0;1
4620;0;0;-1;0;0;0;1;0;0,6875;-5;0;0
4621;0;0;0;0;200685;0;0;1;1;0;0;0
4622;0;0;0;0;17000;0;0;0;1;0;0;0
4623;0;0;0;0;13000;0;0;1;1,25;3;0;0
4624;1;1;0;0,363636;69990;0;0;1;1,428571;6;0;0
4625;0;0;0;0;117423;-1;0;0;1;0;0;0
4626;0;0;-1;0;0;0;0;1;1,111111;1;0;0
4627;0;0;0;0;197440;0;0;1;1,333333;5;0;0
4628;0;0;-1;0;0;0;0;1;1;0;0;0
4629;1;3;0,087035;0,321429;188590;0;0;1;1;0;0;0
4630;0;0;0,178787;0,2;75000;0;0;1;4;15;0;0
4631;0;2;0;0,133333;52173;0;0;0;0,75;-5;0;0
4632;0;0;0;0,076923;801411;0;0;1;1;0;0;0
4633;1;1;0,013717;0,076923;328064;0;0;0;1;0;0;0
4634;0;0;-1;-1;0;0;0;1;2,125;9;0;0
4635;0;0;0;0,105263;1934512;0;0;1;1,8;4;0;0
4636;0;0;0;0,142857;110493;0;0;1;4;15;0;0
4637;0;0;-1;-1;0;0;0;1;1,571429;4;0;0
4638;0;0;0;0;103990;0;0;0;1;0;0;0
4639;1;2;2,395429;0,4;7000;1;1;1;2,857143;13;0;0
4640;0;0;0;0;668629;0;0;1;1;0;0;0
4641;0;2;0,027597;0,666667;211072;1;0;1;1,25;4;0;0
4642;1;3;0;0,294118;48000;-1;0;0;0,538462;-6;0;0
4643;0;0;-1;-1;0;0;0;0;1,176471;3;0;0
4644;1;0;0;0;367000;0;0;1;2;10;0;0
4645;0;0;2,703562;0,0625;64000;0;0;1;1;0;0;0
4646;0;0;0;0;27000;0;0;1;0,625;-3;0;0
4647;1;2;0;1;200043;0;0;0;1,222222;2;0;0
4648;0;0;-1;0;0;0;0;0;1,071429;1;0;0
4649;1;0;0;0;17779;0;0;0;1,285714;2;0;0
4650;0;0;0;0;27000;0;0;0;0,714286;-4;0;0
4651;0;0;0;0;996500;1;0;1;0,75;-5;0;0
4652;0;0;-1;0;0;0;1;0;1;0;0;0
4653;0;0;-1;0;0;0;0;1;4;15;0;0
4654;0;0;0;0;253000;0;0;1;0,705882;-5;0;0
4655;1;0;0;0,111111;197656;1;1;0;1,176471;3;0;0
4656;0;0;0;0,043478;904180;0;0;1;1;0;0;0
4657;0;0;0,008755;0,055556;844271;0;0;1;0,714286;-2;0;0
4658;0;0;0,006136;0;859638;0;0;0;2;10;0;0
4659;0;0;0;0;38000;0;0;1;1,545455;6;0;0
4660;0;0;0;0;136000;0;0;1;1,4;4;0;0
4661;0;0;-1;0;0;0;0;1;3,6;13;0;0
4662;1;2;0,031317;0,2;792305;0;0;0;1;0;0;1
4663;0;0;0;0;33388;0;0;1;2;10;0;0
4664;0;0;0;0;219471;0;0;1;1;0;0;0
4665;0;0;0;0,5;567000;0;0;1;1,636364;7;0;0
4666;0;0;0;0,066667;295497;1;0;1;0,294118;-12;0;0
4667;0;0;0;0;796000;0;0;1;2;5;0;0
4668;1;0;0,068637;0,1;154800;0;0;1;1;0;0;0
4669;1;1;0;0,2;1814618;0;0;1;1,9;9;0;0
4670;1;1;0,00882;2,5;150000;0;0;0;0,941176;-1;0;0
4671;0;1;0,182186;0,166667;70000;0;0;1;0,823529;-3;0;0
4672;0;0;0,016228;0,071429;556000;1;0;1;1;0;0;0
4673;1;4;0,014227;0,285714;337381;1;1;0;0,7;-6;0;0
4674;1;2;0,05;1;20000;1;0;0;1;0;0;0
4675;0;0;0;0;380000;0;0;1;0,764706;-4;0;0
4676;0;0;0;0;118957;0;0;0;1,428571;6;0;0
4677;0;0;0;0,333333;119000;-1;0;1;3;10;0;0
4678;1;1;0,000504;0,076923;3334259;0;0;1;0,714286;-2;0;0
4679;0;0;0;0;185000;0;0;1;0,7;-6;0;0
4680;0;0;0;0;875732;0;0;1;1,428571;6;0;0
4681;0;0;0;0;16000;0;0;1;1,333333;5;0;0
4682;0;0;0;0;77141;0;0;1;1,166667;2;0;0
4683;1;0;0,333333;0,25;39000;0;0;1;1;0;0;0
4684;0;0;0;0;1374400;0;0;0;1,142857;1;0;0
4685;0;0;0;0,363636;1047536;0;0;1;2;5;0;0
4686;0;0;0;0,05;1184320;-1;0;1;1,176471;3;0;1
4687;0;0;0;0;201000;0;0;1;1;0;0;0
4688;0;0;0;0;51000;0;0;1;4;15;0;0
4689;1;1;-1;0,5;0;0;0;1;0,75;-2;0;0
4690;0;0;0;0;178000;0;0;1;1;0;0;0
4691;1;3;0;0,375;193593;1;0;1;1,714286;5;1;0
4692;0;0;0;0;8000;0;0;1;0,384615;-8;0;0
4693;0;0;0;0;474368;0;0;1;1,1;1;0;0
4694;0;0;0;0;52100;0;0;1;4;15;0;0
4695;0;0;0;0,1;4115487;0;0;0;2;5;0;0
4696;1;1;0,098771;0,142857;236000;0;0;1;1,176471;3;0;0
4697;0;0;0;0;51000;0;0;0;1,8;4;0;0
4698;0;4;-1;2;0;0;2;0;0,769231;-3;0;0
4699;0;0;0;0;30000;0;1;1;2,5;12;0;0
4700;0;0;0;0;85070;0;0;1;1,8;8;0;0
4701;1;0;0;0;42000;0;0;1;0,25;-15;0;0
4702;0;0;0;0;413141;-1;0;1;1;0;0;0
4703;1;0;0,145032;0,625;220379;0;0;0;3,6;13;0;0
4704;0;0;0;0,111111;123880;1;0;1;2;10;0;0
4705;0;0;0,010416;0;502000;0;0;0;1;0;0;1
4706;0;1;0,006515;0,9;1239531;0;0;0;1,176471;3;0;0
4707;1;1;-1;0,2;0;1;0;1;1,428571;3;0;0
4708;0;0;0;0,111111;259498;0;0;1;2;7;0;0
4709;0;0;0;0;41500;0;0;0;1,428571;6;0;0
4710;0;0;0;0;7350;0;0;1;2;5;0;2
4711;0;0;0;0;29000;0;0;1;4;15;0;0
4712;0;0;0;0;47300;0;0;1;2,4;7;0;0
4713;0;0;0;0,043478;104969;0;0;1;1,7;7;0;0
4714;0;0;0;0,263158;35000;0;0;1;4;15;0;0
4715;0;0;0;0;52000;0;0;0;1,428571;6;0;0
4716;1;5;0,919167;0,4;24000;0;0;0;0,538462;-6;0;0
4717;0;-1;0,000003;0;4257000;1;0;1;1,176471;3;0;0
4718;1;5;0,10405;0,45;506352;0;0;1;1,071429;1;0;0
4719;0;0;0;0;263000;2;0;0;1;0;0;0
4720;0;0;0;0;34756;0;0;1;1,375;3;0;0
4721;0;0;0,037624;0,142857;93000;0;0;0;2,333333;8;0;0
4722;0;0;0,015769;0,125;899701;-1;0;1;1;0;0;0
4723;0;0;0;0;9970;0;0;1;1;0;0;0
4724;0;0;0;0;134763;0;0;1;0,95;-1;0;0
4725;1;3;0;0,6;72000;0;0;0;1;0;0;0
4726;0;0;0;0;330000;0;0;0;1,818182;9;0;0
4727;0;0;0;0;153999;0;0;1;2,125;9;0;0
4728;0;0;0;0;526092;0;0;1;1;0;0;0
4729;0;0;0;0;6000;0;0;0;3,8;14;0;0
4730;0;0;0;0;2574590;0;0;0;0,625;-3;0;0
4731;0;0;-1;0,363636;0;0;0;0;1,25;4;0;0
4732;0;0;0;1;211000;1;0;0;1,333333;5;0;0
4733;0;0;0;0;1440756;0;0;1;1,333333;5;0;0
4734;1;0;-1;0;0;0;0;0;1,2;2;0;0
4735;1;1;0,031093;1,2;371819;0;0;0;1,428571;3;0;0
4736;0;0;0;0;37000;0;0;0;1;0;0;0
4737;0;2;0,039653;0,214286;343276;1;0;0;1;0;0;0
4738;0;0;0;0,125;356791;0;0;1;4;15;0;0
4739;0;0;0;0;1560702;0;0;0;0,25;-15;0;0
4740;0;0;-1;0;0;0;0;1;1,071429;1;0;0
4741;0;0;0;0;35000;0;0;1;1,066667;1;0;0
4742;0;0;0;0;21000;0;0;1;2;10;0;0
4743;0;0;0;0;13500;0;0;1;1,333333;5;0;0
4744;0;0;-1;0;0;0;0;1;2,833333;11;0;0
4745;0;2;0;0,083333;378762;0;0;0;1;0;0;0
4746;0;0;0;0;334125;0;0;1;1,333333;5;0;0
4747;0;0;-1;-1;0;0;0;0;1,25;2;0;0
4748;0;0;0;0;454600;0;0;1;4;15;0;0
4749;1;0;0;0;30000;0;0;1;3;10;0;0
4750;0;0;0;0;186824;0;0;1;0,35;-13;0;0
4751;0;0;0;0;63000;0;0;1;1,8;8;0;0
4752;0;0;0;-1;101948;0;0;1;0,714286;-2;0;0
4753;0;0;0;0,25;19000;0;0;1;1;0;0;0
4754;0;0;-1;0,125;0;0;0;1;3;10;0;0
4755;0;0;0;0;968602;0;0;0;1,176471;3;0;0
4756;0;0;0;0;717070;0;0;1;0,882353;-2;0;0
4757;0;0;0,029863;0;278000;0;0;1;1,4;4;0;0
4758;0;0;1,3168;0,5;5000;0;0;0;2;7;0;0
4759;0;3;0,007087;0,277778;725443;0;0;0;0,625;-3;0;0
4760;0;0;0,016876;0,142857;75668;0;0;0;1,5;5;0;0
4761;0;0;0;0;61500;0;0;1;1,176471;3;0;0
4762;1;0;0;0;45443;0;0;1;1,416667;5;0;0
4763;0;0;0;0,375;188200;0;0;0;1,1875;3;0;0
4764;0;0;0;0;109611;0;0;1;4;15;0;0
4765;0;0;0;0,181818;248000;0;0;1;1;0;0;0
4766;0;0;0;0,066667;845860;0;0;1;1;0;0;0
4767;0;0;0;0;813270;0;0;1;0,75;-5;0;1
4768;0;0;0;0;114994;0;0;0;3;10;0;0
4769;0;0;0;0;33000;-1;0;1;2,4;7;0;0
4770;1;0;-1;0,5;0;0;0;0;1;0;0;0
4771;0;0;0;0;440500;0;0;1;1,428571;6;0;0
4772;0;0;0;0;15000;0;0;1;3;10;0;0
4773;0;0;0;0;193086;0;0;1;1,176471;3;0;0
4774;0;-2;0,002507;0,117647;209000;-1;0;1;0,8;-4;0;0
4775;0;2;0,001193;1;223000;0;0;1;1,052632;1;0;0
4776;1;6;0,048451;0,347826;495038;0;0;0;0,769231;-3;0;0
4777;0;0;0;0;480300;0;0;1;3,333333;14;0;0
4778;1;5;1,145694;0,526316;49000;0;0;0;1,111111;2;0;0
4779;0;0;0,001361;0,217391;157967;0;0;1;1,538462;7;0;0
4780;0;0;0;-1;111000;0;0;1;1,666667;8;0;0
4781;0;0;0;0;562759;0;0;1;1,428571;6;0;0
4782;0;0;0;0;524543;0;0;1;1,666667;4;0;0
4783;0;0;0;0,095238;273000;0;0;1;0,857143;-2;0;0
4784;0;0;0;0;476130;0;0;0;1;0;0;0
4785;0;0;0;0;119000;0;0;0;2,833333;11;0;0
4786;0;0;0;0;108020;0;0;1;1,428571;3;0;0
4787;1;1;-1;1;0;0;3;0;1,4;2;0;0
4788;0;0;0;0;511500;0;0;1;2;10;0;0
4789;0;0;0;0;34090;0;0;1;0,727273;-3;0;0
4790;0;0;0;0;30000;0;0;1;1;0;0;0
4791;0;0;0;0;89000;0;0;0;1;0;0;0
4792;0;0;0;0;149211;0;0;1;0,692308;-4;0;0
4793;0;0;0;0;232345;-1;0;0;1,176471;3;0;0
4794;0;0;0;0;396195;0;0;1;1;0;0;0
4795;0;0;0;0;6000;0;0;1;0,384615;-8;0;0
4796;0;0;0,001519;0;133000;0;0;1;0,75;-5;0;0
4797;0;0;0;0;23638;0;0;1;1,285714;4;0;0
4798;0;0;0;0;10000;0;0;0;1;0;0;0
4799;0;0;0,004761;0,142857;964172;0;0;1;1;0;0;0
4800;0;0;0;0;387506;0;0;1;1,052632;1;0;0
4801;0;0;0,267767;0,375;43000;0;0;0;3,2;11;0;0
4802;1;1;0;1,75;5000;0;0;0;2,285714;9;0;0
4803;0;0;-1;0;0;0;1;0;0,666667;-5;0;0
4804;0;0;0;0;283100;0;0;1;2,222222;11;0;1
4805;0;0;0,093364;0,166667;60880;0;0;0;2,6;8;0;0
4806;0;0;-1;0;0;0;0;1;2,222222;11;0;0
4807;0;0;0;0;170157;-1;0;0;0,25;-15;0;0
4808;0;0;0;0;14000;0;0;0;1,428571;6;0;1
4809;0;0;0;0;120600;0;0;1;1,5;4;0;0
4810;0;2;0,154453;0,222222;59170;1;0;0;4;15;0;0
4811;1;1;-1;1;0;0;3;0;1,6;6;0;0
4812;0;0;0;0;4500;0;0;1;1;0;0;0
4813;0;0;0;0;240000;0;0;1;1;0;0;1
4814;0;0;0;0;4694052;0;0;0;1;0;0;0
4815;0;0;0;0,5;252087;0;0;0;1;0;0;0
4816;0;0;0;0;334000;0;0;1;1,176471;3;0;0
4817;0;0;0;0,111111;1309000;0;0;1;1,9;9;0;0
4818;0;0;0;0,2;201813;1;0;1;1,636364;7;0;0
4819;0;0;0;0;75000;0;0;1;0,833333;-1;0;0
4820;0;0;0;0;1658373;0;0;1;1;0;0;0
4821;0;0;0;0;117746;0;0;0;1,333333;5;0;0
4822;0;0;0,000271;0,083333;95867;0;0;1;1;0;0;0
4823;0;0;0;0;778500;0;0;1;1;0;0;0
4824;1;1;-1;0,166667;0;1;0;1;2,4;7;0;0
4825;0;0;0;0;57300;0;0;1;1,428571;6;0;1
4826;0;0;0;0;1167109;0;0;1;1,428571;6;0;0
4827;0;0;0,044256;0,666667;351000;0;0;1;1;0;0;0
4828;0;0;0;0;390904;0;0;1;1,428571;3;0;0
4829;0;0;0;0,5;568000;0;0;0;2,571429;11;0;0
4830;1;1;0,068388;0,090909;190500;1;0;0;1,176471;3;0;0
4831;0;1;0,032384;0,375;469002;1;0;1;2,142857;8;0;0
4832;0;0;0;0;200000;0;1;1;1,2;1;0;0
4833;0;0;0;0;1637278;0;0;0;1;0;0;0
4834;0;0;0;0;1282258;0;0;1;2,5;12;0;0
4835;1;0;0;0;10000;0;1;0;2,222222;11;0;0
4836;0;0;0;0;144141;0;0;1;4;15;0;0
4837;1;0;0;0;317026;0;0;1;0,333333;-20;0;0
4838;0;0;0;0;3000;0;1;0;1,428571;6;0;0
4839;0;0;0;0;83920;0;0;1;1;0;0;0
4840;0;0;-1;-1;0;0;0;0;1,5;5;0;0
4841;1;1;0;0,333333;1091312;0;0;0;1;0;0;0
4842;0;0;0;0;27958;0;0;0;1,05;1;0;0
4843;1;0;0;0;275250;0;0;1;1,071429;2;0;1
4844;0;0;0;-1;88000;0;0;0;4;15;0;0
4845;0;0;0;0;1151697;0;0;1;1,545455;6;0;0
4846;1;3;0,04966;0,214286;933788;1;0;1;2,2;6;0;0
4847;0;0;0;0;117827;0;0;0;1;0;0;0
4848;1;0;0;0;134000;0;0;0;1,428571;6;0;0
4849;0;0;0,045353;0,2;200209;0;0;1;0,6;-4;0;0
4850;0;0;0;0,307692;247714;0;0;1;4;15;0;0
4851;0;0;0;0;22000;0;0;0;1,5;6;0;0
4852;1;0;0,041306;1;33990;0;0;1;2;10;0;1
4853;0;0;0;0;150000;0;0;1;1,875;7;0;0
4854;1;1;0,052835;0,75;281724;0;0;1;1;0;0;0
4855;0;0;0;0;206788;0;0;1;1,4;4;0;0
4856;0;0;0,241653;0,285714;75000;1;0;1;1,6;6;0;0
4857;1;1;0,142809;0,133333;322500;1;0;1;1,176471;3;0;0
4858;0;0;0;0;1530019;0;0;1;2,857143;13;0;0
4859;0;3;0,009064;0,3;1557682;0;0;1;1,583333;7;1;0
4860;0;0;0;0;1;0;0;1;2,5;12;0;0
4861;0;0;0;0;361000;0;0;0;0,294118;-12;0;0
4862;0;0;0;0;16296;0;0;1;1;0;0;0
4863;0;0;0;0;256500;0;0;0;2;7;0;0
4864;1;6;-1;3;0;0;5;0;1,117647;2;0;0
4865;0;0;0;0,214286;1721980;0;0;1;1;0;0;0
4866;0;0;0;0,5;122000;0;0;0;0,470588;-9;0;0
4867;0;0;0;0;294632;0;0;1;1;0;0;0
4868;0;0;0;0,1;264097;0;0;1;1;0;0;0
4869;0;0;0,016506;0,114286;540301;0;0;0;2,857143;13;0;0
4870;0;0;0;0;618969;0;0;0;0,411765;-10;0;0
4871;0;0;-1;-1;0;0;0;0;0,9;-1;0;0
4872;1;5;0;0,294118;4643322;0;0;0;1,285714;4;0;0
4873;1;5;0;3;47327;0;0;0;0,692308;-4;0;0
4874;1;1;-1;0,25;0;0;0;1;1,111111;1;0;0
4875;1;1;0,035005;0,086957;374000;0;0;1;0,294118;-12;0;0
4876;0;0;0,02485;0;1103124;1;0;1;1;0;0;0
4877;0;0;0;0;442800;-1;0;0;1;0;0;0
4878;1;2;-1;2;0;0;3;0;2;5;0;0
4879;0;0;0;0,142857;3754446;0;0;1;2,428571;10;0;0
4880;0;0;0;0;750433;0;0;1;1,4;2;0;2
4881;1;2;0,044937;0,285714;198500;1;0;1;2;7;0;0
4882;0;0;0;0;27000;0;0;1;1,1;1;0;0
4883;0;0;0;0;2619512;0;0;0;1;0;0;0
4884;0;4;0,180373;0,684211;114834;0;0;0;1,117647;2;0;0
4885;0;1;0,002746;0,008772;728276;4;0;1;0,8;-2;0;0
4886;0;1;0,000019;0,1;415761;0;0;1;0,875;-2;0;0
4887;0;0;0;0;6500;0;2;0;1;0;0;0
4888;0;0;0;0;38343;0;0;1;0,727273;-3;0;0
4889;0;0;0;0;12000;0;0;1;4;15;0;0
4890;0;0;0;0;8500;0;0;1;0,529412;-8;0;0
4891;0;0;0;0;14000;0;0;1;1,833333;5;0;0
4892;0;0;0;0;1036617;0;0;0;1;0;0;0
4893;0;0;0;0;17500;0;0;0;1;0;0;0
4894;0;0;0;0;914000;0;0;1;0,25;-15;0;0
4895;0;0;0;0;2000;0;0;0;2;5;0;0
4896;0;0;0,179623;1;53000;0;0;0;0,714286;-2;0;0
4897;1;0;0;0;18390;0;0;0;2,857143;13;0;0
4898;0;2;0,075422;0,333333;158800;1;0;1;1,818182;9;0;0
4899;0;0;0;0;38000;0;0;1;0,823529;-3;0;1
4900;0;0;0,025491;0,098039;977430;0;0;0;1;0;0;0
4901;0;0;0,267196;0;26082;0;0;0;0,95;-1;0;0
4902;0;0;0;0,058824;452470;0;0;1;1,176471;3;0;0
4903;0;0;0,003643;0,142857;521600;1;0;1;1,266667;4;0;0
4904;0;0;0,000068;0;146000;0;0;1;2,8;9;0;0
4905;0;0;-1;0;0;0;2;0;1,052632;1;0;0
4906;1;0;0,028064;0,266667;583960;1;0;1;2;10;0;0
4907;0;0;0;0,222222;15000;0;0;0;1,5;5;0;0
4908;0;0;0;0;10000;0;0;0;1;0;0;0
4909;0;0;0;0;19000;0;1;0;1,266667;4;0;0
4910;1;0;0;-1;32115;0;0;0;2,125;9;0;0
4911;0;0;0;0;139000;0;0;1;1;0;0;0
4912;0;0;0;0,090909;175000;0;0;1;2;10;0;0
4913;0;1;0,003059;0,238095;885000;1;0;0;1;0;0;0
4914;1;0;-1;0;0;0;0;0;1,176471;3;0;0
4915;0;0;0;0;32000;0;0;1;1;0;0;0
4916;0;1;0,002738;0,076923;285930;1;0;1;1,666667;8;0;0
4917;1;0;0,248963;2;27000;0;0;0;1,1;1;0;0
4918;0;0;0;0;551687;0;0;1;4;15;0;0
4919;0;0;0,00198;0,2;678132;0;0;1;3,8;14;0;0
4920;0;0;0;0;96000;0;0;1;2;5;0;0
4921;0;0;0;0;127728;0;0;1;1;0;0;0
4922;0;0;0;0,333333;123000;0;0;0;1;0;0;0
4923;1;0;0;0;59500;0;0;1;2,142857;16;0;0
4924;0;0;0;0;568000;0;0;1;1;0;0;0
4925;0;0;0,166238;0,6;46632;0;0;0;0,461538;-7;0;0
4926;0;0;0;0;18000;0;0;1;1,117647;2;0;0
4927;0;0;0;0;383000;0;0;0;1,333333;5;0;0
4928;0;0;0,802696;0,357143;46000;0;0;0;2;5;0;0
4929;0;0;0,005714;0,333333;14000;0;0;0;4;15;0;0
4930;0;2;0,092196;0,454545;115244;1;2;0;1,5;5;0;0
4931;0;0;0;0;715688;0;0;1;2,8;9;0;0
4932;0;0;-1;-1;0;0;0;0;1;0;0;0
4933;0;0;0;0;127706;0;0;1;2;5;0;0
4934;0;0;0;0;304223;0;0;1;1,333333;5;0;0
4935;0;6;-1;1,5;0;0;0;0;1,176471;3;0;0
4936;0;0;0,194773;0;22000;0;0;0;0,75;-5;0;0
4937;0;0;0;0;1120207;0;0;1;2;10;0;0
4938;0;0;0;0;461934;0;0;0;1,052632;1;0;1
4939;0;1;0,030684;0,5;112500;0;0;0;1;0;0;0
4940;0;0;-1;0;0;0;0;1;1;0;0;1
4941;0;0;-1;-1;0;0;0;0;3,2;11;0;0
4942;1;1;0,008158;0,1;512360;1;0;1;1,5;5;0;0
4943;0;2;0;0,3;356072;1;0;1;1;0;0;0
4944;1;0;0;0;350000;0;1;1;1,214286;3;0;0
4945;1;5;0;0,625;8000;0;0;0;1,166667;2;0;0
4946;0;0;-1;-1;0;0;0;0;2;7;0;0
4947;0;0;0;0,041667;718544;0;0;1;1,727273;8;0;0
4948;0;0;0;0,1;495000;0;0;1;1,7;7;0;0
4949;0;0;-1;-1;0;0;0;0;1;0;0;0
4950;1;1;0;0,5;88777;0;0;0;1,333333;5;0;0
4951;0;0;0;0;350000;0;0;0;0,466667;-8;0;0
4952;1;3;0,104467;0,25;291000;1;0;1;0,25;-15;0;0
4953;1;2;0,033423;0,857143;272000;1;1;0;1,142857;1;0;0
4954;1;0;0;0;21000;0;0;0;1,222222;2;0;0
4955;0;0;0;0;44000;0;0;1;1;0;0;1
4956;0;1;-1;1;0;0;3;0;1,428571;6;0;0
4957;0;0;0;0,045455;767784;0;0;1;1,5;5;0;0
4958;0;0;0;0;53000;0;0;0;1,5;4;0;0
